Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Sales_in_Millions,Genre_Code,First_Letter,global_sales_iva
Tony Hawk's Pro Skater,PS,1999.0,Sports,Activision,3.42,1.38,0.02,0.2,5.02,5020000.0,10,T,5.8232
Super Smash Bros. for Wii U and 3DS,WiiU,2014.0,Fighting,Nintendo,2.59,1.06,0.8,0.57,5.02,5020000.0,2,S,5.8232
Warzone 2100,PS,1999.0,Strategy,Eidos Interactive,2.79,1.89,0.0,0.33,5.01,5010000.0,11,W,5.811599999999999
Spyro the Dragon,PS,1998.0,Platform,Sony Computer Entertainment,3.36,1.36,0.07,0.21,5.0,5000000.0,4,S,5.8
Link's Crossbow Training,Wii,2007.0,Shooter,Nintendo,3.06,1.18,0.29,0.46,5.0,5000000.0,8,L,5.8
Guitar Hero III: Legends of Rock,PS2,2007.0,Misc,Activision,3.49,0.01,0.01,1.48,4.98,4980000.0,3,G,5.776800000000001
Fallout 3,X360,2008.0,Role-Playing,Bethesda Softworks,3.39,1.03,0.09,0.44,4.96,4960000.0,7,F,5.7536
Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness,DS,2007.0,Role-Playing,Nintendo,1.85,1.2,1.54,0.37,4.96,4960000.0,7,P,5.7536
Uncharted: Drake's Fortune,PS3,2007.0,Action,Sony Computer Entertainment,2.31,1.73,0.12,0.78,4.94,4940000.0,0,U,5.7304
Madden NFL 06,PS2,2005.0,Sports,Electronic Arts,3.98,0.26,0.01,0.66,4.91,4910000.0,10,M,5.695600000000001
LEGO Star Wars: The Complete Saga,DS,2007.0,Action,LucasArts,2.89,1.54,0.0,0.46,4.9,4900000.0,0,L,5.684
Diddy Kong Racing,N64,1997.0,Racing,Nintendo,2.91,0.99,0.89,0.1,4.88,4880000.0,6,D,5.6608
Monster Hunter Freedom 3,PSP,2010.0,Role-Playing,Capcom,0.0,0.0,4.87,0.0,4.87,4870000.0,7,M,5.6492
Dr. Mario,NES,1990.0,Puzzle,Nintendo,2.62,0.6,1.52,0.1,4.85,4850000.0,5,D,5.6259999999999994
God of War III,PS3,2010.0,Action,Sony Computer Entertainment,2.74,1.36,0.12,0.63,4.84,4840000.0,0,G,5.6144
StarCraft II: Wings of Liberty,PC,2010.0,Strategy,Activision,2.56,1.68,0.0,0.59,4.83,4830000.0,11,S,5.6028
Assassin's Creed,PS3,2007.0,Adventure,Ubisoft,1.91,2.0,0.09,0.83,4.83,4830000.0,1,A,5.6028
FIFA 15,PS3,2014.0,Sports,Electronic Arts,0.57,3.14,0.04,1.07,4.82,4820000.0,10,F,5.591200000000001
Crash Team Racing,PS,1999.0,Racing,Sony Computer Entertainment,2.57,1.57,0.44,0.21,4.79,4790000.0,6,C,5.5564
FIFA 17,PS4,2016.0,Sports,Electronic Arts,0.28,3.75,0.06,0.69,4.77,4770000.0,10,F,5.5332
Batman: Arkham City,X360,2011.0,Action,Warner Bros. Interactive Entertainment,2.99,1.31,0.04,0.41,4.76,4760000.0,0,B,5.521599999999999
Driver 2,PS,2000.0,Action,Atari,2.36,2.1,0.02,0.25,4.73,4730000.0,0,D,5.486800000000001
The Simpsons: Hit & Run,PS2,2003.0,Racing,Vivendi Games,1.73,2.19,0.0,0.79,4.7,4700000.0,6,T,5.452
Tony Hawk's Pro Skater 2,PS,2000.0,Sports,Activision,3.05,1.41,0.02,0.2,4.68,4680000.0,10,T,5.4288
Animal Crossing: City Folk,Wii,2008.0,Simulation,Nintendo,1.87,1.12,1.32,0.37,4.68,4680000.0,9,A,5.4288
The Lord of the Rings: The Two Towers,PS2,2002.0,Action,Electronic Arts,1.94,1.95,0.08,0.7,4.67,4670000.0,0,T,5.4172
Forza Motorsport 4,X360,2011.0,Racing,Microsoft Game Studios,2.08,2.04,0.06,0.47,4.64,4640000.0,6,F,5.3824
Tomb Raider,PS,1996.0,Action,Eidos Interactive,2.29,1.97,0.13,0.24,4.63,4630000.0,0,T,5.3708
Guitar Hero III: Legends of Rock,Wii,2007.0,Misc,Activision,3.06,1.12,0.0,0.44,4.62,4620000.0,3,G,5.3592
The Legend of Zelda: A Link to the Past,SNES,1991.0,Action,Nintendo,2.42,0.91,1.15,0.13,4.61,4610000.0,0,T,5.3476
The Legend of Zelda: The Wind Waker,GC,2002.0,Action,Nintendo,2.6,0.99,0.89,0.13,4.6,4600000.0,0,T,5.335999999999999
Mario & Sonic at the Olympic Winter Games,Wii,2009.0,Sports,Sega,1.89,1.99,0.22,0.48,4.58,4580000.0,10,M,5.3128
Luigi's Mansion: Dark Moon,3DS,2013.0,Action,Nintendo,1.78,1.39,1.1,0.3,4.58,4580000.0,0,L,5.3128
Splatoon,WiiU,2015.0,Shooter,Nintendo,1.55,1.15,1.44,0.43,4.57,4570000.0,8,S,5.301200000000001
The Last of Us,PS4,2014.0,Action,Sony Computer Entertainment,1.78,1.87,0.07,0.82,4.55,4550000.0,0,T,5.278
Guitar Hero III: Legends of Rock,X360,2007.0,Misc,Activision,3.19,0.92,0.01,0.42,4.53,4530000.0,3,G,5.2548
Madden NFL 2005,PS2,2004.0,Sports,Electronic Arts,4.18,0.26,0.01,0.08,4.53,4530000.0,10,M,5.2548
Pitfall!,2600,1981.0,Platform,Activision,4.21,0.24,0.0,0.05,4.5,4500000.0,4,P,5.22
Madden NFL 07,PS2,2006.0,Sports,Electronic Arts,3.63,0.24,0.01,0.61,4.49,4490000.0,10,M,5.2084
Spider-Man: The Movie,PS2,2002.0,Action,Activision,2.71,1.51,0.03,0.23,4.48,4480000.0,0,S,5.1968000000000005
Dragon Quest VII: Warriors of Eden,PS,2000.0,Role-Playing,Enix Corporation,0.2,0.14,4.1,0.02,4.47,4470000.0,7,D,5.1852
Uncharted: The Nathan Drake Collection,PS4,2015.0,Action,Sony Computer Entertainment,1.96,1.69,0.08,0.74,4.47,4470000.0,0,U,5.1852
Call of Duty: Advanced Warfare,PS3,2014.0,Shooter,Activision,1.54,1.94,0.19,0.77,4.45,4450000.0,8,C,5.162
God of War,PS2,2005.0,Action,Sony Computer Entertainment,2.71,1.29,0.02,0.43,4.45,4450000.0,0,G,5.162
Nintendo Land,WiiU,2012.0,Misc,Nintendo,2.55,1.11,0.46,0.33,4.44,4440000.0,3,N,5.1504
Michael Jackson: The Experience,Wii,2010.0,Misc,Ubisoft,2.67,1.35,0.01,0.39,4.42,4420000.0,3,M,5.1272
Tony Hawk's Pro Skater 3,PS2,2001.0,Sports,Activision,2.66,1.29,0.01,0.46,4.41,4410000.0,10,T,5.115600000000001
Winning Eleven: Pro Evolution Soccer 2007,PS2,2006.0,Sports,Konami Digital Entertainment,0.1,2.39,1.05,0.86,4.39,4390000.0,10,W,5.0924
The Elder Scrolls IV: Oblivion,X360,2006.0,Role-Playing,Take-Two Interactive,2.82,1.05,0.13,0.4,4.39,4390000.0,7,T,5.0924
Zelda II: The Adventure of Link,NES,1987.0,Adventure,Nintendo,2.19,0.5,1.61,0.08,4.38,4380000.0,1,Z,5.0808
Need for Speed: Most Wanted,PS2,2005.0,Racing,Electronic Arts,2.03,1.79,0.08,0.47,4.37,4370000.0,6,N,5.0692
Resistance: Fall of Man,PS3,2006.0,Shooter,Sony Computer Entertainment,1.73,1.73,0.14,0.75,4.35,4350000.0,8,R,5.045999999999999
Sonic the Hedgehog,GEN,1991.0,Platform,Sega,3.03,0.91,0.26,0.13,4.34,4340000.0,4,S,5.0344
Kingdom Hearts II,PS2,2005.0,Role-Playing,Square Enix,2.2,0.58,1.38,0.17,4.33,4330000.0,7,K,5.0228
FIFA 14,X360,2013.0,Sports,Electronic Arts,0.92,2.93,0.01,0.46,4.31,4310000.0,10,F,4.999599999999999
Call of Duty: Advanced Warfare,X360,2014.0,Shooter,Activision,2.75,1.18,0.0,0.37,4.31,4310000.0,8,C,4.999599999999999
Asteroids,2600,1980.0,Shooter,Atari,4.0,0.26,0.0,0.05,4.31,4310000.0,8,A,4.999599999999999
Fable II,X360,2008.0,Role-Playing,Microsoft Game Studios,2.51,1.27,0.11,0.41,4.31,4310000.0,7,F,4.999599999999999
Halo 5: Guardians,XOne,2015.0,Shooter,Microsoft Game Studios,2.64,1.2,0.03,0.39,4.26,4260000.0,8,H,4.941599999999999
Super Mario 3D World,WiiU,2013.0,Platform,Nintendo,2.11,1.11,0.72,0.3,4.25,4250000.0,4,S,4.93
Batman: Arkham Asylum,PS3,2009.0,Action,Eidos Interactive,2.23,1.34,0.07,0.61,4.25,4250000.0,0,B,4.93
Assassin's Creed: Revelations,PS3,2011.0,Action,Ubisoft,1.41,2.02,0.1,0.72,4.24,4240000.0,0,A,4.9184
Namco Museum,GBA,2001.0,Misc,Namco Bandai Games,3.0,1.11,0.05,0.07,4.24,4240000.0,3,N,4.9184
Metal Gear Solid 3: Snake Eater,PS2,2004.0,Action,Konami Digital Entertainment,1.46,0.0,0.83,1.93,4.23,4230000.0,0,M,4.9068000000000005
Daxter,PSP,2006.0,Platform,Sony Computer Entertainment,2.45,1.02,0.0,0.75,4.22,4220000.0,4,D,4.8952
Warcraft II: Tides of Darkness,PC,1995.0,Strategy,Activision,1.7,2.27,0.0,0.23,4.21,4210000.0,11,W,4.8835999999999995
The Legend of Zelda: Ocarina of Time,3DS,2011.0,Action,Nintendo,2.03,1.27,0.62,0.3,4.21,4210000.0,0,T,4.8835999999999995
FIFA Soccer 06,PS2,2005.0,Sports,Electronic Arts,0.78,2.55,0.04,0.84,4.21,4210000.0,10,F,4.8835999999999995
EyeToy Play,PS2,2003.0,Misc,Sony Computer Entertainment,0.88,2.3,0.2,0.83,4.2,4200000.0,3,E,4.872
Uncharted 4: A Thief's End,PS4,2016.0,Shooter,Sony Computer Entertainment,1.3,2.07,0.18,0.65,4.2,4200000.0,8,U,4.872
Gran Turismo 5 Prologue,PS3,2007.0,Racing,Sony Computer Entertainment,1.28,1.83,0.57,0.53,4.2,4200000.0,6,G,4.872
Assassin's Creed: Revelations,X360,2011.0,Action,Ubisoft,2.25,1.47,0.04,0.43,4.19,4190000.0000000005,0,A,4.8604
Street Fighter IV,PS3,2009.0,Fighting,Capcom,2.02,1.06,0.58,0.53,4.19,4190000.0000000005,2,S,4.8604
FIFA 12,X360,2011.0,Sports,Electronic Arts,0.84,2.79,0.02,0.53,4.19,4190000.0000000005,10,F,4.8604
Teenage Mutant Ninja Turtles,NES,1989.0,Action,Palcom,3.38,0.44,0.31,0.04,4.17,4170000.0,0,T,4.8372
Excitebike,NES,1984.0,Racing,Nintendo,2.04,0.48,1.57,0.07,4.16,4160000.0,6,E,4.8256000000000006
Frogger,PS,1997.0,Action,Hasbro Interactive,3.79,0.27,0.0,0.11,4.16,4160000.0,0,F,4.8256000000000006
Madden NFL 2003,PS2,2002.0,Sports,Electronic Arts,3.36,0.21,0.01,0.56,4.14,4139999.9999999995,10,M,4.8024
Watch Dogs,PS4,2014.0,Action,Ubisoft,1.4,1.86,0.11,0.77,4.14,4139999.9999999995,0,W,4.8024
Half-Life,PC,1997.0,Shooter,Vivendi Games,4.03,0.0,0.09,0.0,4.12,4120000.0,8,H,4.7792
Super Mario World 2: Yoshi's Island,SNES,1995.0,Platform,Nintendo,1.65,0.61,1.76,0.09,4.12,4120000.0,4,S,4.7792
FIFA Soccer 07,PS2,2006.0,Sports,Electronic Arts,0.71,2.48,0.03,0.89,4.11,4110000.0000000005,10,F,4.767600000000001
The Legend of Zelda: Skyward Sword,Wii,2011.0,Action,Nintendo,2.14,1.2,0.37,0.4,4.1,4099999.9999999995,0,T,4.755999999999999
Street Fighter II Turbo,SNES,1992.0,Fighting,Capcom,1.42,0.51,2.1,0.07,4.1,4099999.9999999995,2,S,4.755999999999999
Carnival Games,Wii,2007.0,Misc,Take-Two Interactive,2.13,1.5,0.05,0.42,4.1,4099999.9999999995,3,C,4.755999999999999
Fallout 4,XOne,2015.0,Role-Playing,Bethesda Softworks,2.45,1.26,0.01,0.37,4.09,4090000.0,7,F,4.7444
World of Warcraft: The Burning Crusade,PC,2007.0,Role-Playing,Activision,2.57,1.52,0.0,0.0,4.09,4090000.0,7,W,4.7444
Fallout: New Vegas,X360,2010.0,Role-Playing,Bethesda Softworks,2.65,1.06,0.04,0.33,4.08,4080000.0,7,F,4.7328
God of War II,PS2,2007.0,Action,Sony Computer Entertainment,2.32,0.04,0.04,1.67,4.07,4070000.0000000005,0,G,4.7212000000000005
Forza Motorsport 2,X360,2007.0,Racing,Microsoft Game Studios,2.35,1.28,0.03,0.41,4.06,4059999.9999999995,6,F,4.7096
World Soccer Winning Eleven 9,PS2,2005.0,Sports,Konami Digital Entertainment,0.12,2.26,0.9,0.77,4.06,4059999.9999999995,10,W,4.7096
Namco Museum Vol.3,PS,1996.0,Misc,Sony Computer Entertainment,2.28,1.55,0.16,0.06,4.05,4050000.0,3,N,4.6979999999999995
Tekken Tag Tournament,PS2,2000.0,Fighting,Namco Bandai Games,1.68,1.51,0.51,0.35,4.05,4050000.0,2,T,4.6979999999999995
Far Cry 4,PS4,2014.0,Shooter,Ubisoft,1.12,2.12,0.1,0.69,4.03,4030000.0000000005,8,F,4.6748
Star Fox 64,N64,1997.0,Shooter,Nintendo,2.78,0.58,0.64,0.04,4.03,4030000.0000000005,8,S,4.6748
Minecraft,PS4,2014.0,Misc,Sony Computer Entertainment Europe,1.38,1.87,0.12,0.65,4.02,4019999.9999999995,3,M,4.6632
Golf,NES,1984.0,Sports,Nintendo,1.22,0.28,2.46,0.04,4.01,4010000.0,10,G,4.6516
Fallout 3,PS3,2008.0,Role-Playing,Bethesda Softworks,2.15,1.2,0.07,0.59,4.01,4010000.0,7,F,4.6516
Professor Layton and the Diabolical Box,DS,2007.0,Puzzle,Nintendo,0.92,1.78,0.92,0.37,4.0,4000000.0,5,P,4.64
Left 4 Dead 2,X360,2009.0,Shooter,Electronic Arts,2.67,0.89,0.05,0.37,3.99,3990000.0,8,L,4.6284
Namco Museum: 50th Anniversary,PS2,2005.0,Misc,Namco Bandai Games,2.08,1.35,0.0,0.54,3.98,3980000.0,3,N,4.6168
EA Sports Active,Wii,2009.0,Sports,Electronic Arts,2.1,1.36,0.06,0.4,3.92,3920000.0,10,E,4.5472
Assassin's Creed: Unity,PS4,2014.0,Action,Ubisoft,1.18,1.96,0.08,0.7,3.92,3920000.0,0,A,4.5472
Donkey Kong Land,GB,1994.0,Platform,Nintendo,1.97,0.76,1.07,0.11,3.91,3910000.0,4,D,4.5356000000000005
Tony Hawk's Underground,PS2,2003.0,Sports,Activision,2.29,1.17,0.01,0.42,3.9,3900000.0,10,T,4.524
Assassin's Creed IV: Black Flag,PS3,2013.0,Action,Ubisoft,1.33,1.71,0.13,0.73,3.89,3890000.0,0,A,4.5124
Monster Hunter 4 Ultimate,3DS,2014.0,Role-Playing,Nintendo,0.67,0.49,2.62,0.11,3.89,3890000.0,7,M,4.5124
MotorStorm,PS3,2006.0,Racing,Sony Computer Entertainment,1.53,1.61,0.06,0.67,3.88,3880000.0,6,M,4.5008
The Elder Scrolls V: Skyrim,PC,2011.0,Role-Playing,Bethesda Softworks,1.15,2.09,0.0,0.64,3.88,3880000.0,7,T,4.5008
Tekken 5,PS2,2005.0,Fighting,Namco Bandai Games,0.93,1.94,0.31,0.7,3.87,3870000.0,2,T,4.4892
Dragon Warrior III,NES,1988.0,Role-Playing,Enix Corporation,0.1,0.0,3.77,0.0,3.87,3870000.0,7,D,4.4892
Sports Champions,PS3,2010.0,Sports,Sony Computer Entertainment,2.12,1.14,0.1,0.51,3.87,3870000.0,10,S,4.4892
NBA 2K16,PS4,2015.0,Sports,Take-Two Interactive,2.48,0.65,0.03,0.69,3.85,3850000.0,10,N,4.466
World Soccer Winning Eleven 8 International,PS2,2004.0,Sports,Konami Digital Entertainment,0.16,1.89,1.12,0.68,3.85,3850000.0,10,W,4.466
Flash Focus: Vision Training in Minutes a Day,DS,2007.0,Misc,Nintendo,0.87,1.57,1.05,0.35,3.84,3840000.0,3,F,4.4544
Namco Museum Vol.1,PS,1995.0,Misc,Sony Computer Entertainment,2.12,1.44,0.22,0.06,3.84,3840000.0,3,N,4.4544
The Legend of Zelda: Link's Awakening,GB,1992.0,Action,Nintendo,2.21,0.96,0.54,0.13,3.83,3830000.0,0,T,4.4428
Mario & Luigi: Bowser's Inside Story,DS,2009.0,Role-Playing,Nintendo,2.26,0.48,0.81,0.27,3.83,3830000.0,7,M,4.4428
Big Brain Academy: Wii Degree,Wii,2007.0,Misc,Nintendo,1.06,1.93,0.41,0.43,3.82,3820000.0,3,B,4.4312
Nintendogs + cats,3DS,2011.0,Simulation,Nintendo,1.44,1.37,0.73,0.27,3.81,3810000.0,9,N,4.4196
Batman: Arkham Knight,PS4,2015.0,Action,Warner Bros. Interactive Entertainment,1.49,1.58,0.1,0.61,3.79,3790000.0,0,B,4.3964
Mario & Sonic at the London 2012 Olympic Games,Wii,2011.0,Sports,Sega,1.14,1.91,0.27,0.46,3.78,3780000.0,10,M,4.3848
LEGO Indiana Jones: The Original Adventures,X360,2008.0,Action,Activision,2.4,1.03,0.0,0.36,3.78,3780000.0,0,L,4.3848
Resident Evil Director's Cut,PS,1996.0,Action,Virgin Interactive,1.82,1.24,0.47,0.25,3.77,3770000.0,0,R,4.3732
Ratchet & Clank: Size Matters,PSP,2007.0,Platform,Sony Computer Entertainment,1.4,1.4,0.1,0.87,3.77,3770000.0,4,R,4.3732
Just Dance 2014,Wii,2013.0,Misc,Ubisoft,1.98,1.47,0.0,0.32,3.76,3760000.0,3,J,4.3616
The Sims: Unleashed,PC,2002.0,Simulation,Electronic Arts,2.03,1.56,0.0,0.17,3.76,3760000.0,9,T,4.3616
Super Paper Mario,Wii,2007.0,Platform,Nintendo,1.98,0.88,0.59,0.32,3.76,3760000.0,4,S,4.3616
Harry Potter and the Sorcerer's Stone,PS,2001.0,Action,Electronic Arts,1.37,2.0,0.14,0.22,3.73,3730000.0,0,H,4.3268
The Witcher 3: Wild Hunt,PS4,2015.0,Role-Playing,Namco Bandai Games,0.96,2.0,0.21,0.56,3.73,3730000.0,7,T,4.3268
Resident Evil 3: Nemesis,PS,1999.0,Action,Eidos Interactive,1.3,0.77,1.54,0.11,3.72,3720000.0,0,R,4.3152
Spyro: Year of the Dragon,PS,2000.0,Platform,Sony Computer Entertainment,1.93,1.58,0.0,0.19,3.71,3710000.0,4,S,4.3036
FIFA Soccer 2005,PS2,2004.0,Sports,Electronic Arts,0.58,2.48,0.04,0.59,3.7,3700000.0,10,F,4.292
Pokémon Trading Card Game,GB,1998.0,Strategy,Nintendo,1.49,0.73,1.38,0.1,3.7,3700000.0,11,P,4.292
Battlefield 4,PS3,2013.0,Shooter,Electronic Arts,1.3,1.51,0.27,0.61,3.69,3690000.0,8,B,4.2804
MySims,DS,2007.0,Simulation,Electronic Arts,1.59,1.61,0.08,0.41,3.69,3690000.0,9,M,4.2804
Friend Collection,DS,2009.0,Misc,Nintendo,0.0,0.0,3.67,0.0,3.67,3670000.0,3,F,4.2572
Tony Hawk's Pro Skater 4,PS2,2002.0,Sports,Activision,2.13,1.18,0.01,0.35,3.67,3670000.0,10,T,4.2572
Midnight Club 3: DUB Edition,PSP,2005.0,Racing,Take-Two Interactive,1.65,1.22,0.0,0.79,3.66,3660000.0,6,M,4.2456000000000005
Banjo-Kazooie,N64,1998.0,Platform,Nintendo,1.87,1.13,0.55,0.1,3.65,3650000.0,4,B,4.234
SOCOM: U.S. Navy SEALs,PS2,2002.0,Shooter,Sony Computer Entertainment,2.53,0.81,0.06,0.24,3.65,3650000.0,8,S,4.234
Guitar Hero: World Tour,Wii,2008.0,Misc,Activision,2.33,0.97,0.0,0.35,3.65,3650000.0,3,G,4.234
Gran Turismo 6,PS3,2013.0,Racing,Sony Computer Entertainment,0.71,1.8,0.4,0.74,3.64,3640000.0,6,G,4.2224
Jak and Daxter: The Precursor Legacy,PS2,2001.0,Platform,Sony Computer Entertainment,2.08,1.09,0.15,0.33,3.64,3640000.0,4,J,4.2224
Pokemon Snap,N64,1999.0,Simulation,Nintendo,2.23,0.68,0.66,0.06,3.63,3630000.0,9,P,4.2108
FIFA Soccer 10,PS3,2009.0,Sports,Electronic Arts,0.6,2.46,0.05,0.52,3.63,3630000.0,10,F,4.2108
Pro Evolution Soccer 2008,PS2,2007.0,Sports,Konami Digital Entertainment,0.05,0.0,0.64,2.93,3.63,3630000.0,10,P,4.2108
Call of Duty: Ghosts,PS4,2013.0,Shooter,Activision,1.78,1.42,0.05,0.38,3.63,3630000.0,8,C,4.2108
Resident Evil 4,PS2,2005.0,Action,Capcom,2.08,0.83,0.46,0.25,3.62,3620000.0,0,R,4.1992
Tom Clancy's The Division,PS4,2016.0,Shooter,Ubisoft,1.28,1.61,0.15,0.57,3.61,3610000.0,8,T,4.1876
Star Wars: Battlefront,PS2,2004.0,Shooter,LucasArts,1.93,1.22,0.03,0.44,3.61,3610000.0,8,S,4.1876
Doom II: Hell on Earth,PC,1994.0,Shooter,Virgin Interactive,2.05,1.4,0.0,0.16,3.61,3610000.0,8,D,4.1876
The Simpsons: Road Rage,PS2,2001.0,Racing,Electronic Arts,2.02,1.17,0.0,0.42,3.61,3610000.0,6,T,4.1876
Cooking Mama 2: Dinner With Friends,DS,2007.0,Simulation,505 Games,1.61,1.5,0.1,0.39,3.61,3610000.0,9,C,4.1876
Luigi's Mansion,GC,2001.0,Action,Nintendo,2.38,0.67,0.46,0.1,3.6,3600000.0,0,L,4.176
Star Wars: Battlefront II,PS2,2005.0,Shooter,LucasArts,2.18,1.02,0.03,0.37,3.59,3590000.0,8,S,4.1644
WWF SmackDown!,PS,2000.0,Fighting,THQ,2.01,1.35,0.06,0.16,3.58,3580000.0,2,W,4.1528
Croc: Legend of the Gobbos,PS,1997.0,Platform,Fox Interactive,1.57,1.79,0.0,0.2,3.56,3560000.0,4,C,4.1296
Grand Theft Auto: Liberty City Stories,PS2,2006.0,Action,Take-Two Interactive,1.56,1.4,0.07,0.5,3.54,3540000.0,0,G,4.1064
The Getaway,PS2,2002.0,Action,Sony Computer Entertainment,1.23,1.77,0.05,0.49,3.54,3540000.0,0,T,4.1064
Tomb Raider III: Adventures of Lara Croft,PS,1997.0,Action,Eidos Interactive,1.66,1.58,0.12,0.18,3.54,3540000.0,0,T,4.1064
James Bond 007: Agent Under Fire,PS2,2001.0,Shooter,Electronic Arts,1.9,1.13,0.1,0.41,3.53,3530000.0,8,J,4.094799999999999
LEGO Star Wars: The Video Game,PS2,2005.0,Action,Eidos Interactive,1.98,1.14,0.01,0.41,3.53,3530000.0,0,L,4.094799999999999
Battlefield 4,X360,2013.0,Shooter,Electronic Arts,2.14,1.08,0.02,0.29,3.53,3530000.0,8,B,4.094799999999999
FIFA Soccer 11,X360,2010.0,Sports,Electronic Arts,0.71,2.4,0.02,0.4,3.53,3530000.0,10,F,4.094799999999999
Rugrats in Paris: The Movie,PS,2000.0,Action,THQ,1.96,1.33,0.0,0.23,3.52,3520000.0,0,R,4.0832
Spyro 2: Ripto's Rage!,PS,1999.0,Platform,Sony Computer Entertainment,2.14,1.21,0.01,0.17,3.52,3520000.0,4,S,4.0832
Left 4 Dead,X360,2008.0,Shooter,Electronic Arts,2.66,0.5,0.05,0.3,3.52,3520000.0,8,L,4.0832
Mario & Sonic at the Olympic Winter Games,DS,2009.0,Sports,Sega,1.22,1.66,0.27,0.38,3.52,3520000.0,10,M,4.0832
Resident Evil 5,X360,2009.0,Action,Capcom,2.11,0.94,0.12,0.34,3.51,3510000.0,0,R,4.0716
Donkey Kong Country 3: Dixie Kong's Double Trouble!,SNES,1996.0,Platform,Nintendo,1.17,0.5,1.75,0.08,3.51,3510000.0,4,D,4.0716
Assassin's Creed: Brotherhood,X360,2010.0,Action,Ubisoft,2.84,0.39,0.03,0.24,3.5,3500000.0,0,A,4.0600000000000005
Kung Fu,NES,1985.0,Action,Nintendo,1.64,0.38,1.42,0.06,3.5,3500000.0,0,K,4.0600000000000005
Batman: Arkham Asylum,X360,2009.0,Action,Eidos Interactive,2.2,0.97,0.02,0.31,3.5,3500000.0,0,B,4.0600000000000005
Clubhouse Games,DS,2006.0,Misc,Nintendo,0.59,1.83,0.73,0.35,3.5,3500000.0,3,C,4.0600000000000005
FIFA Soccer 2004,PS2,0.0,Sports,Electronic Arts,0.59,2.36,0.04,0.51,3.49,3490000.0,10,F,4.0484
Star Wars Battlefront (2015),XOne,2015.0,Shooter,Electronic Arts,1.94,1.22,0.02,0.31,3.49,3490000.0,8,S,4.0484
Battlefield: Bad Company 2,X360,2010.0,Shooter,Electronic Arts,2.09,1.02,0.04,0.32,3.48,3480000.0,8,B,4.0367999999999995
Guitar Hero: On Tour,DS,2008.0,Misc,Activision,2.11,1.01,0.01,0.35,3.48,3480000.0,3,G,4.0367999999999995
Assassin's Creed: Unity,XOne,2014.0,Action,Ubisoft,2.26,0.89,0.0,0.3,3.46,3460000.0,0,A,4.0136
Far Cry 3,PS3,2012.0,Shooter,Ubisoft,0.88,1.75,0.1,0.72,3.45,3450000.0,8,F,4.002000000000001
Monster Hunter 4,3DS,2013.0,Role-Playing,Capcom,0.0,0.0,3.44,0.0,3.44,3440000.0,7,M,3.9904
Borderlands,X360,2009.0,Shooter,Take-Two Interactive,2.39,0.73,0.03,0.29,3.44,3440000.0,8,B,3.9904
Tekken 4,PS2,2002.0,Fighting,Namco Bandai Games,1.55,1.27,0.33,0.29,3.44,3440000.0,2,T,3.9904
Battlefield 4,PS4,2013.0,Shooter,Electronic Arts,1.34,1.54,0.17,0.38,3.43,3430000.0,8,B,3.9788
LittleBigPlanet 2,PS3,2011.0,Platform,Sony Computer Entertainment,1.82,1.07,0.06,0.47,3.42,3420000.0,4,L,3.9672
Grand Theft Auto 2,PS,1998.0,Action,Take-Two Interactive,1.13,2.07,0.0,0.22,3.42,3420000.0,0,G,3.9672
Final Fantasy III,SNES,1994.0,Role-Playing,SquareSoft,0.86,0.0,2.55,0.02,3.42,3420000.0,7,F,3.9672
Spider-Man 2,PS2,2004.0,Action,Activision,1.75,1.2,0.02,0.43,3.41,3410000.0,0,S,3.9556000000000004
F-1 Race,GB,1990.0,Racing,Nintendo,1.73,0.69,0.59,0.4,3.41,3410000.0,6,F,3.9556000000000004
FIFA Soccer 2003,PS2,2002.0,Sports,Electronic Arts,0.46,2.28,0.05,0.61,3.4,3400000.0,10,F,3.944
Crash Bash,PS,2000.0,Misc,Sony Computer Entertainment,1.56,1.47,0.19,0.17,3.39,3390000.0,3,C,3.9324000000000003
LEGO Batman: The Videogame,X360,2008.0,Action,Warner Bros. Interactive Entertainment,2.03,1.03,0.0,0.32,3.38,3380000.0,0,L,3.9208
Metal Gear Solid V: The Phantom Pain,PS4,2015.0,Action,Konami Digital Entertainment,1.08,1.35,0.48,0.47,3.38,3380000.0,0,M,3.9208
The Legend of Zelda: Spirit Tracks,DS,2009.0,Action,Nintendo,1.43,0.94,0.74,0.27,3.38,3380000.0,0,T,3.9208
WWF War Zone,PS,1998.0,Fighting,Acclaim Entertainment,2.47,0.76,0.0,0.13,3.36,3360000.0,2,W,3.8975999999999997
The Legend of Zelda: Majora's Mask,N64,2000.0,Action,Nintendo,1.9,0.67,0.73,0.06,3.36,3360000.0,0,T,3.8975999999999997
Professor Layton and the Unwound Future,DS,2008.0,Puzzle,Nintendo,0.65,1.61,0.82,0.28,3.36,3360000.0,5,P,3.8975999999999997
Rugrats: Search For Reptar,PS,1998.0,Adventure,THQ,1.63,1.53,0.0,0.18,3.34,3340000.0,1,R,3.8743999999999996
Assassin's Creed IV: Black Flag,X360,2013.0,Action,Ubisoft,1.9,1.14,0.01,0.29,3.34,3340000.0,0,A,3.8743999999999996
